upvoted,downvoted,2
upvoted,upvoted,10
upvoted,upvoted,267
upvoted,downvoted,3
upvoted,upvoted,58
upvoted,upvoted,59
upvoted,downvoted,-17
upvoted,upvoted,10
downvoted,upvoted,9
upvoted,upvoted,19
upvoted,upvoted,18
upvoted,downvoted,2
upvoted,upvoted,116
upvoted,downvoted,2
upvoted,upvoted,86
upvoted,downvoted,1
upvoted,downvoted,6
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,downvoted,-34
upvoted,downvoted,0
upvoted,downvoted,2
upvoted,upvoted,77
upvoted,upvoted,115
upvoted,upvoted,81
upvoted,upvoted,23
downvoted,downvoted,1
upvoted,downvoted,1
upvoted,downvoted,3
upvoted,upvoted,10
upvoted,upvoted,12
upvoted,upvoted,317
upvoted,downvoted,1
upvoted,upvoted,42
upvoted,upvoted,38
upvoted,downvoted,1
upvoted,upvoted,15
downvoted,downvoted,6
upvoted,upvoted,10
upvoted,downvoted,1
upvoted,upvoted,2535
upvoted,downvoted,5
upvoted,downvoted,4
upvoted,upvoted,8
downvoted,upvoted,168
upvoted,downvoted,2
upvoted,upvoted,101
upvoted,downvoted,1
upvoted,upvoted,307
upvoted,upvoted,17
upvoted,downvoted,5
downvoted,upvoted,11
downvoted,downvoted,2
upvoted,upvoted,16
upvoted,downvoted,2
upvoted,upvoted,462
upvoted,upvoted,11
upvoted,downvoted,2
upvoted,upvoted,23
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,13
upvoted,downvoted,1
upvoted,downvoted,3
upvoted,downvoted,3
upvoted,upvoted,14
upvoted,upvoted,1651
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,109
upvoted,downvoted,1
downvoted,downvoted,1
upvoted,downvoted,2
downvoted,downvoted,3
upvoted,upvoted,15
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,240
upvoted,downvoted,5
upvoted,downvoted,0
upvoted,upvoted,51
upvoted,downvoted,2
upvoted,upvoted,6
upvoted,downvoted,5
upvoted,upvoted,12
upvoted,upvoted,2265
downvoted,downvoted,3
upvoted,downvoted,1
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,upvoted,40
upvoted,upvoted,42
upvoted,downvoted,3
upvoted,upvoted,41
upvoted,downvoted,2
upvoted,upvoted,247
upvoted,downvoted,1
upvoted,upvoted,18
upvoted,upvoted,942
upvoted,downvoted,3
upvoted,upvoted,18
upvoted,downvoted,2
upvoted,upvoted,15
upvoted,upvoted,24
upvoted,upvoted,187
upvoted,upvoted,20
upvoted,upvoted,19
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,upvoted,246
upvoted,upvoted,52
upvoted,downvoted,2
upvoted,upvoted,10
upvoted,downvoted,-1
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,upvoted,8
upvoted,upvoted,7
upvoted,upvoted,28
upvoted,upvoted,14
upvoted,downvoted,1
upvoted,upvoted,61
upvoted,upvoted,15
upvoted,upvoted,31
upvoted,downvoted,1
upvoted,upvoted,342
upvoted,downvoted,4
upvoted,downvoted,1
upvoted,upvoted,475
upvoted,upvoted,147
upvoted,upvoted,20
upvoted,downvoted,4
upvoted,downvoted,4
upvoted,upvoted,314
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,48
upvoted,downvoted,2
upvoted,upvoted,31
upvoted,upvoted,16
upvoted,upvoted,7
upvoted,upvoted,6
upvoted,downvoted,3
upvoted,upvoted,273
upvoted,downvoted,1
upvoted,upvoted,9
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,15
upvoted,upvoted,8
upvoted,downvoted,3
upvoted,upvoted,12
upvoted,downvoted,1
upvoted,upvoted,15
upvoted,downvoted,1
upvoted,downvoted,0
upvoted,downvoted,2
upvoted,upvoted,120
upvoted,upvoted,8
upvoted,downvoted,6
upvoted,upvoted,20
upvoted,upvoted,8
upvoted,downvoted,2
upvoted,downvoted,3
upvoted,downvoted,2
upvoted,upvoted,11
upvoted,upvoted,35
downvoted,downvoted,2
upvoted,upvoted,226
upvoted,downvoted,5
upvoted,upvoted,32
upvoted,upvoted,68
downvoted,downvoted,2
upvoted,upvoted,80
upvoted,upvoted,8
upvoted,downvoted,3
upvoted,downvoted,2
upvoted,downvoted,4
upvoted,downvoted,-2
upvoted,upvoted,514
upvoted,upvoted,48
upvoted,upvoted,42
upvoted,upvoted,7
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,9
upvoted,upvoted,57
upvoted,upvoted,15
upvoted,downvoted,1
upvoted,upvoted,9
upvoted,upvoted,959
upvoted,upvoted,22
upvoted,downvoted,3
upvoted,upvoted,7
downvoted,downvoted,1
upvoted,downvoted,4
upvoted,downvoted,5
upvoted,upvoted,7
upvoted,downvoted,1
upvoted,upvoted,14
upvoted,upvoted,28
upvoted,upvoted,69
upvoted,downvoted,1
upvoted,upvoted,18
upvoted,upvoted,13
upvoted,upvoted,6
downvoted,downvoted,5
upvoted,downvoted,2
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,50
upvoted,downvoted,3
upvoted,upvoted,12
upvoted,downvoted,1
upvoted,upvoted,602
upvoted,upvoted,45
upvoted,upvoted,11
upvoted,downvoted,1
upvoted,upvoted,355
upvoted,downvoted,3
upvoted,downvoted,-2
upvoted,upvoted,135
upvoted,downvoted,2
upvoted,downvoted,3
downvoted,downvoted,2
upvoted,upvoted,39
upvoted,upvoted,18
upvoted,downvoted,2
upvoted,upvoted,4844
downvoted,downvoted,1
upvoted,downvoted,2
upvoted,downvoted,2
downvoted,downvoted,2
upvoted,upvoted,18
upvoted,upvoted,9
upvoted,downvoted,5
upvoted,upvoted,254
upvoted,upvoted,84
downvoted,downvoted,3
upvoted,downvoted,1
upvoted,downvoted,3
upvoted,upvoted,1378
upvoted,downvoted,2
upvoted,upvoted,58
upvoted,downvoted,2
upvoted,downvoted,2
upvoted,upvoted,14
upvoted,downvoted,5
upvoted,upvoted,23
upvoted,upvoted,4337
upvoted,downvoted,3
upvoted,upvoted,120
upvoted,downvoted,2
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,upvoted,109
upvoted,upvoted,165
upvoted,downvoted,1
upvoted,upvoted,8
upvoted,upvoted,75
upvoted,upvoted,7
upvoted,upvoted,38
upvoted,upvoted,6
upvoted,upvoted,26
upvoted,downvoted,5
upvoted,downvoted,1
upvoted,upvoted,86
upvoted,upvoted,27
upvoted,upvoted,14
upvoted,upvoted,11
upvoted,upvoted,64
upvoted,downvoted,1
upvoted,downvoted,2
upvoted,upvoted,14
upvoted,downvoted,1
upvoted,upvoted,12
upvoted,downvoted,4
upvoted,downvoted,3
downvoted,downvoted,2
upvoted,upvoted,16
upvoted,upvoted,29
upvoted,downvoted,3
upvoted,upvoted,30
upvoted,downvoted,1
upvoted,upvoted,19
upvoted,downvoted,1
upvoted,downvoted,2
upvoted,upvoted,43
upvoted,downvoted,2
upvoted,upvoted,12
upvoted,downvoted,4
upvoted,downvoted,6
upvoted,downvoted,6
upvoted,downvoted,1
upvoted,upvoted,7
upvoted,downvoted,4
upvoted,upvoted,6
upvoted,downvoted,6
upvoted,downvoted,4
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,upvoted,7
upvoted,upvoted,409
upvoted,downvoted,2
upvoted,downvoted,5
upvoted,upvoted,44
upvoted,downvoted,5
upvoted,downvoted,0
upvoted,upvoted,2577
upvoted,upvoted,6
upvoted,upvoted,53
upvoted,upvoted,121
upvoted,upvoted,136
upvoted,downvoted,1
upvoted,upvoted,67
upvoted,upvoted,29
downvoted,downvoted,3
upvoted,upvoted,20
upvoted,downvoted,3
upvoted,upvoted,32
upvoted,upvoted,19
upvoted,upvoted,54
upvoted,upvoted,19
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,downvoted,2
upvoted,upvoted,63
upvoted,upvoted,10
upvoted,downvoted,1
upvoted,downvoted,2
upvoted,upvoted,6
upvoted,downvoted,6
upvoted,upvoted,73
upvoted,upvoted,7
upvoted,upvoted,10
upvoted,upvoted,12
upvoted,upvoted,1574
upvoted,upvoted,687
upvoted,upvoted,80
downvoted,downvoted,0
upvoted,downvoted,3
upvoted,downvoted,6
upvoted,downvoted,5
upvoted,downvoted,5
upvoted,upvoted,350
upvoted,downvoted,0
downvoted,downvoted,3
upvoted,upvoted,8
upvoted,downvoted,1
upvoted,downvoted,5
downvoted,upvoted,60
upvoted,downvoted,1
upvoted,upvoted,41
upvoted,upvoted,46
upvoted,downvoted,2
upvoted,downvoted,3
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,upvoted,106
upvoted,upvoted,73
upvoted,downvoted,2
upvoted,downvoted,2
upvoted,downvoted,5
upvoted,downvoted,3
upvoted,downvoted,3
upvoted,upvoted,7
upvoted,downvoted,1
upvoted,upvoted,12
upvoted,downvoted,0
upvoted,upvoted,22
upvoted,downvoted,1
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,downvoted,2
upvoted,downvoted,2
upvoted,upvoted,65
upvoted,downvoted,3
upvoted,downvoted,2
upvoted,upvoted,23
downvoted,upvoted,13
upvoted,upvoted,189
upvoted,upvoted,11
downvoted,downvoted,1
upvoted,upvoted,18
upvoted,upvoted,6
upvoted,upvoted,244
upvoted,downvoted,3
upvoted,upvoted,12
upvoted,downvoted,3
upvoted,upvoted,62
upvoted,downvoted,-4
upvoted,upvoted,9
upvoted,downvoted,1
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,upvoted,16
upvoted,downvoted,1
upvoted,downvoted,2
downvoted,downvoted,5
downvoted,upvoted,1830
upvoted,upvoted,49
upvoted,downvoted,4
upvoted,downvoted,2
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,upvoted,10
upvoted,downvoted,1
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,upvoted,77
upvoted,upvoted,326
upvoted,downvoted,1
upvoted,downvoted,3
upvoted,downvoted,3
upvoted,upvoted,10
upvoted,upvoted,6
upvoted,upvoted,77
upvoted,upvoted,11
upvoted,upvoted,28
upvoted,downvoted,5
upvoted,downvoted,4
upvoted,upvoted,8
upvoted,upvoted,8
upvoted,downvoted,2
upvoted,upvoted,28
downvoted,upvoted,19
upvoted,downvoted,2
upvoted,downvoted,2
upvoted,upvoted,8
upvoted,downvoted,1
downvoted,downvoted,1
upvoted,downvoted,5
upvoted,upvoted,880
upvoted,downvoted,3
upvoted,downvoted,5
upvoted,downvoted,1
upvoted,downvoted,2
downvoted,downvoted,1
upvoted,downvoted,3
upvoted,upvoted,39
upvoted,upvoted,46
upvoted,upvoted,68
upvoted,upvoted,6
upvoted,downvoted,3
upvoted,upvoted,161
upvoted,downvoted,3
upvoted,downvoted,3
upvoted,upvoted,30
upvoted,upvoted,18
upvoted,upvoted,23
downvoted,downvoted,3
upvoted,downvoted,5
upvoted,upvoted,210
upvoted,downvoted,-1
upvoted,upvoted,18
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,downvoted,5
downvoted,downvoted,0
upvoted,downvoted,1
upvoted,downvoted,3
upvoted,downvoted,2
upvoted,upvoted,72
upvoted,upvoted,26
upvoted,downvoted,3
upvoted,upvoted,93
upvoted,downvoted,6
upvoted,downvoted,1
upvoted,upvoted,409
upvoted,downvoted,5
upvoted,upvoted,41
upvoted,upvoted,17
upvoted,upvoted,49
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,10
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,upvoted,8
downvoted,downvoted,5
upvoted,upvoted,21
upvoted,downvoted,5
upvoted,upvoted,9
upvoted,upvoted,7
upvoted,downvoted,3
upvoted,upvoted,18
upvoted,upvoted,6
upvoted,downvoted,2
upvoted,downvoted,2
upvoted,upvoted,155
upvoted,upvoted,11
upvoted,upvoted,14
upvoted,downvoted,3
upvoted,upvoted,7
upvoted,downvoted,3
upvoted,downvoted,2
upvoted,downvoted,3
upvoted,downvoted,5
upvoted,upvoted,6
upvoted,downvoted,4
upvoted,upvoted,85
upvoted,downvoted,3
upvoted,upvoted,13
upvoted,upvoted,45
downvoted,downvoted,1
upvoted,downvoted,2
upvoted,upvoted,52
upvoted,downvoted,1
upvoted,downvoted,4
upvoted,downvoted,3
upvoted,downvoted,2
downvoted,upvoted,7
upvoted,upvoted,16
upvoted,downvoted,2
upvoted,upvoted,16
upvoted,downvoted,3
upvoted,downvoted,-5
upvoted,upvoted,44
upvoted,downvoted,2
upvoted,downvoted,2
downvoted,downvoted,3
upvoted,upvoted,8
upvoted,upvoted,2535
upvoted,downvoted,1
upvoted,upvoted,9
upvoted,downvoted,2
upvoted,downvoted,4
upvoted,upvoted,29
downvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,2337
downvoted,downvoted,2
upvoted,upvoted,14
upvoted,downvoted,2
upvoted,downvoted,4
upvoted,upvoted,20
upvoted,downvoted,5
upvoted,upvoted,37
upvoted,downvoted,5
upvoted,upvoted,7
upvoted,upvoted,29
upvoted,upvoted,129
upvoted,upvoted,23
upvoted,upvoted,2468
upvoted,upvoted,136
upvoted,downvoted,5
upvoted,upvoted,6
upvoted,downvoted,2
upvoted,upvoted,22
upvoted,upvoted,12
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,upvoted,53
upvoted,downvoted,2
upvoted,upvoted,75
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,downvoted,0
upvoted,downvoted,2
upvoted,upvoted,307
upvoted,downvoted,2
upvoted,upvoted,29
upvoted,upvoted,45
upvoted,upvoted,141
upvoted,upvoted,52
upvoted,downvoted,3
upvoted,upvoted,18
upvoted,upvoted,471
upvoted,upvoted,6
upvoted,upvoted,288
upvoted,downvoted,1
upvoted,downvoted,2
upvoted,upvoted,39
upvoted,upvoted,21
upvoted,upvoted,85
upvoted,downvoted,5
upvoted,upvoted,977
upvoted,downvoted,2
downvoted,downvoted,5
downvoted,upvoted,154
upvoted,upvoted,1117
upvoted,downvoted,3
upvoted,downvoted,5
upvoted,downvoted,3
upvoted,upvoted,122
upvoted,downvoted,1
upvoted,downvoted,5
upvoted,downvoted,2
upvoted,upvoted,108
upvoted,upvoted,7
upvoted,downvoted,1
upvoted,upvoted,144
upvoted,upvoted,15
upvoted,upvoted,29
upvoted,upvoted,6
upvoted,downvoted,1
upvoted,upvoted,44
upvoted,downvoted,2
upvoted,upvoted,23
upvoted,downvoted,2
upvoted,upvoted,42
upvoted,upvoted,75
upvoted,upvoted,18
upvoted,upvoted,200
upvoted,downvoted,0
upvoted,upvoted,22
upvoted,downvoted,2
upvoted,downvoted,-5
upvoted,downvoted,3
upvoted,upvoted,10
upvoted,downvoted,2
upvoted,downvoted,0
upvoted,downvoted,1
upvoted,upvoted,56
upvoted,upvoted,11
upvoted,upvoted,250
upvoted,upvoted,222
upvoted,downvoted,1
upvoted,downvoted,5
upvoted,downvoted,4
downvoted,upvoted,9
upvoted,upvoted,10
upvoted,upvoted,18
upvoted,downvoted,2
upvoted,upvoted,12
upvoted,upvoted,26
downvoted,downvoted,3
upvoted,downvoted,1
upvoted,upvoted,9
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,upvoted,16
upvoted,upvoted,21
upvoted,downvoted,2
upvoted,upvoted,71
upvoted,upvoted,12
upvoted,downvoted,-6
upvoted,upvoted,8
upvoted,downvoted,5
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,downvoted,3
upvoted,downvoted,3
upvoted,downvoted,-45
upvoted,downvoted,5
upvoted,upvoted,11
upvoted,downvoted,3
upvoted,upvoted,35
upvoted,downvoted,2
downvoted,upvoted,25
upvoted,upvoted,6
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,151
upvoted,downvoted,3
downvoted,downvoted,0
upvoted,upvoted,34
upvoted,downvoted,3
upvoted,upvoted,45
upvoted,upvoted,13
upvoted,upvoted,10
upvoted,downvoted,3
upvoted,upvoted,68
upvoted,downvoted,1
upvoted,downvoted,5
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,53
upvoted,downvoted,2
upvoted,downvoted,4
upvoted,downvoted,4
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,25
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,22
upvoted,downvoted,2
upvoted,downvoted,4
upvoted,upvoted,18
upvoted,downvoted,5
upvoted,downvoted,1
upvoted,upvoted,12
upvoted,downvoted,1
upvoted,upvoted,105
upvoted,upvoted,37
upvoted,upvoted,19
upvoted,downvoted,5
upvoted,downvoted,3
upvoted,upvoted,16
upvoted,downvoted,1
downvoted,downvoted,1
upvoted,upvoted,8
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,upvoted,13
upvoted,downvoted,4
downvoted,downvoted,4
upvoted,downvoted,4
upvoted,downvoted,1
upvoted,downvoted,4
upvoted,upvoted,7
upvoted,downvoted,1
upvoted,downvoted,6
upvoted,upvoted,975
upvoted,downvoted,4
upvoted,upvoted,52
upvoted,upvoted,146
upvoted,upvoted,12
upvoted,downvoted,-14
upvoted,downvoted,1
upvoted,downvoted,3
upvoted,downvoted,3
upvoted,downvoted,4
upvoted,downvoted,1
upvoted,upvoted,23
upvoted,downvoted,5
upvoted,upvoted,10
upvoted,upvoted,29
upvoted,upvoted,214
upvoted,downvoted,3
upvoted,downvoted,3
upvoted,upvoted,25
upvoted,downvoted,1
upvoted,upvoted,45
upvoted,downvoted,5
upvoted,downvoted,3
upvoted,downvoted,1
upvoted,upvoted,12
upvoted,downvoted,1
upvoted,downvoted,1
upvoted,upvoted,13
upvoted,upvoted,6
upvoted,downvoted,1
upvoted,upvoted,33
upvoted,upvoted,44
upvoted,upvoted,26
upvoted,upvoted,42
upvoted,upvoted,15
upvoted,downvoted,-2
upvoted,upvoted,57
upvoted,downvoted,1
upvoted,upvoted,6
upvoted,upvoted,16
upvoted,upvoted,7
upvoted,upvoted,90
upvoted,upvoted,24
upvoted,upvoted,10
downvoted,downvoted,1
upvoted,downvoted,5
upvoted,upvoted,18
upvoted,upvoted,155
downvoted,upvoted,29
upvoted,upvoted,6
downvoted,downvoted,4
upvoted,upvoted,7
upvoted,upvoted,13
upvoted,downvoted,6
upvoted,downvoted,2
upvoted,downvoted,5
downvoted,upvoted,150
upvoted,downvoted,1
upvoted,downvoted,5
upvoted,upvoted,11
upvoted,downvoted,2
upvoted,upvoted,306
upvoted,upvoted,52
upvoted,upvoted,18
upvoted,upvoted,15
upvoted,downvoted,2
upvoted,upvoted,30
upvoted,downvoted,4
upvoted,upvoted,122
upvoted,upvoted,14
upvoted,downvoted,1
upvoted,upvoted,10
upvoted,downvoted,5
upvoted,upvoted,11
upvoted,upvoted,8
upvoted,upvoted,33
upvoted,downvoted,3
upvoted,upvoted,146
upvoted,downvoted,2
upvoted,upvoted,61
downvoted,downvoted,-11
upvoted,upvoted,24
upvoted,downvoted,1
upvoted,upvoted,31
upvoted,downvoted,2
upvoted,downvoted,3
upvoted,downvoted,5
upvoted,upvoted,7
upvoted,downvoted,0
upvoted,downvoted,1
upvoted,downvoted,2
downvoted,downvoted,2
upvoted,downvoted,3
upvoted,upvoted,8
upvoted,downvoted,3
upvoted,upvoted,15
upvoted,downvoted,6
upvoted,downvoted,2
upvoted,downvoted,1
upvoted,upvoted,19
upvoted,downvoted,1
upvoted,upvoted,28
upvoted,downvoted,3
downvoted,upvoted,130
upvoted,upvoted,915
upvoted,downvoted,3
downvoted,downvoted,5
upvoted,downvoted,-1
upvoted,upvoted,14
upvoted,upvoted,97
upvoted,downvoted,2
upvoted,upvoted,42
upvoted,upvoted,103
upvoted,upvoted,13
upvoted,upvoted,89
downvoted,downvoted,1
upvoted,downvoted,5
upvoted,upvoted,7
upvoted,upvoted,11
upvoted,downvoted,1
upvoted,downvoted,2
upvoted,upvoted,1800
upvoted,upvoted,72
upvoted,upvoted,35
downvoted,downvoted,4
