0,"[('want', 0.029259338974952698), ('like', 0.022091751918196678), ('would', 0.021503109484910965), ('think', 0.020464329048991203), ('saying', 0.01838676631450653), ('bad', 0.016309205442667007), ('get', 0.015720563009381294), ('team', 0.01419701799750328), ('make', 0.012292586266994476), ('say', 0.011738569475710392), ('need', 0.011288431473076344), ('point', 0.010561284609138966), ('work', 0.010457406751811504), ('matter', 0.01018039882183075), ('going', 0.010145772248506546), ('good', 0.010076520033180714), ('either', 0.009176244027912617), ('try', 0.008483722805976868), ('feel', 0.008345218375325203), ('look', 0.008206714875996113), ('know', 0.007860453799366951), ('mean', 0.007687324192374945), ('else', 0.007687324192374945), ('situation', 0.00754881976172328), ('shit', 0.007514194119721651), ('making', 0.007479568012058735), ('maybe', 0.0070986817590892315), ('reason', 0.006752421148121357), ('understand', 0.00619840482249856), ('worse', 0.0060599008575081825), ('big', 0.005956022534519434), ('cost', 0.005956022534519434), ('least', 0.005748266354203224), ('well', 0.005575136281549931), ('enough', 0.005540510173887014), ('never', 0.0055058845318853855), ('real', 0.0055058845318853855), ('trying', 0.005436632316559553), ('alone', 0.005367380101233721), ('may', 0.005090372171252966)]"
15,"[('lewis', 0.036028243601322174), ('would', 0.034897103905677795), ('pit', 0.029482074081897736), ('russell', 0.025847986340522766), ('george', 0.023826375603675842), ('softs', 0.020432956516742706), ('strategy', 0.018796414136886597), ('hamilton', 0.017569007351994514), ('call', 0.01653413474559784), ('win', 0.015017925761640072), ('merc', 0.014945724979043007), ('medium', 0.014897591434419155), ('2', 0.014777258038520813), ('3', 0.013020381331443787), ('mercedes', 0.012731579132378101), ('tyre', 0.01261124573647976), ('chance', 0.012105843052268028), ('team', 0.009506627917289734), ('position', 0.009434427134692669), ('stop', 0.009265960194170475), ('pitted', 0.009025291539728642), ('made', 0.00873649027198553), ('behind', 0.008640223182737827), ('tire', 0.008158886805176735), ('right', 0.007918219082057476), ('could', 0.007653484120965004), ('going', 0.007460949942469597), ('one', 0.007292482070624828), ('safety', 0.0072684152983129025), ('pitting', 0.007124014664441347), ('track', 0.0066908118315041065), ('4', 0.00637794379144907), ('race', 0.006016941275447607), ('soft', 0.005968807730823755), ('sc', 0.0059206741861999035), ('restart', 0.005896607413887978), ('go', 0.005535605363547802), ('get', 0.005511538125574589), ('vsc', 0.00527087040245533), ('fresh', 0.005222736857831478)]"
16,"[('bull', 0.0995766818523407), ('rb', 0.09457243978977203), ('red', 0.08880484849214554), ('max', 0.036981310695409775), ('marko', 0.027566559612751007), ('rbr', 0.02247750572860241), ('checo', 0.019678523764014244), ('horner', 0.019508888944983482), ('redbull', 0.016370639204978943), ('would', 0.015352828428149223), ('alpha', 0.012977936305105686), ('win', 0.012553848326206207), ('tauri', 0.010518227703869343), ('also', 0.010433409363031387), ('championship', 0.010263774544000626), ('race', 0.009754869155585766), ('newey', 0.009754869155585766), ('need', 0.009585234336555004), ('helmut', 0.009076328948140144), ('tsunoda', 0.008652240969240665), ('go', 0.008397787809371948), ('verstappen', 0.00797369983047247), ('yuki', 0.007888882420957088), ('look', 0.007804065011441708), ('way', 0.007549612317234278), ('toto', 0.007040706928819418), ('give', 0.007040706928819418), ('albon', 0.00593807827681303), ('http', 0.0056836255826056), ('one', 0.005513990297913551), ('sense', 0.005089902319014072), ('good', 0.0050050849094986916), ('second', 0.0046658143401145935), ('come', 0.004241726826876402), ('wcc', 0.004241726826876402), ('adrian', 0.004156908951699734), ('christian', 0.004072091542184353), ('option', 0.003987274132668972), ('least', 0.003902456257492304), ('hand', 0.003817638847976923)]"
17,"[('wing', 0.0561034120619297), ('force', 0.04159432649612427), ('drag', 0.024989480152726173), ('drs', 0.021604027599096298), ('rear', 0.019508272409439087), ('downforce', 0.01886342465877533), ('lift', 0.017090091481804848), ('halo', 0.014833122491836548), ('speed', 0.014188273809850216), ('g', 0.013865849934518337), ('surface', 0.011608880944550037), ('car', 0.01112524513155222), ('ground', 0.010802820324897766), ('would', 0.010802820324897766), ('suspension', 0.010641608387231827), ('medical', 0.009674335829913616), ('impact', 0.009351911954581738), ('stall', 0.009190699085593224), ('straight', 0.009029487147927284), ('air', 0.008868275210261345), ('acceleration', 0.008545851334929466), ('high', 0.007739790715277195), ('crash', 0.007417366839945316), ('gravity', 0.006933730561286211), ('also', 0.006772518623620272), ('back', 0.006127670407295227), ('angle', 0.005644034128636122), ('since', 0.005482822190970182), ('com', 0.005482822190970182), ('stalling', 0.005321609787642956), ('hit', 0.005321609787642956), ('pressure', 0.0051603978499770164), ('airflow', 0.004999185912311077), ('element', 0.004999185912311077), ('normal', 0.004837973974645138), ('increase', 0.004837973974645138), ('45g', 0.0046767620369791985), ('frame', 0.0046767620369791985), ('induced', 0.0046767620369791985), ('centrifugal', 0.0046767620369791985)]"
18,"[('yuki', 0.041736967861652374), ('team', 0.036401428282260895), ('conspiracy', 0.034504346549510956), ('car', 0.02715315669775009), ('would', 0.02312185987830162), ('belt', 0.01968340016901493), ('issue', 0.01683777943253517), ('something', 0.01660064421594143), ('back', 0.015177832916378975), ('championship', 0.013517888262867928), ('help', 0.013280753046274185), ('theory', 0.0128064826130867), ('seatbelt', 0.010553698986768723), ('hannah', 0.010079428553581238), ('brawn', 0.010079428553581238), ('fia', 0.009960860945284367), ('loose', 0.009723726660013199), ('toto', 0.009723726660013199), ('lead', 0.009486591443419456), ('stopped', 0.009130888618528843), ('driver', 0.0088937534019351), ('mercedes', 0.008656618185341358), ('safety', 0.008656618185341358), ('think', 0.008300915360450745), ('seat', 0.007352374494075775), ('told', 0.007233806885778904), ('people', 0.007115239277482033), ('alpha', 0.007115239277482033), ('button', 0.00687810406088829), ('really', 0.00687810406088829), ('fine', 0.00687810406088829), ('retire', 0.006640969309955835), ('point', 0.006640969309955835), ('benetton', 0.006522401701658964), ('problem', 0.006285266485065222), ('without', 0.006048131268471479), ('already', 0.005929563660174608), ('merc', 0.005929563660174608), ('thought', 0.005573860835283995), ('tauri', 0.005573860835283995)]"
19,"[('alpine', 0.10993847250938416), ('piastri', 0.05359889939427376), ('mclaren', 0.033855970948934555), ('alonso', 0.03304106742143631), ('otmar', 0.020965656265616417), ('team', 0.0205952450633049), ('contract', 0.02048412151634693), ('driver', 0.01792828179895878), ('like', 0.016224389895796776), ('ocon', 0.015076114796102047), ('oscar', 0.013446304015815258), ('even', 0.011927617713809013), ('one', 0.010483013466000557), ('renault', 0.009594026021659374), ('rossi', 0.009075449779629707), ('crb', 0.008964326232671738), ('seat', 0.007297474425286055), ('management', 0.007223392371088266), ('legal', 0.007223392371088266), ('said', 0.007223392371088266), ('would', 0.007149310316890478), ('look', 0.006964104250073433), ('year', 0.006741857621818781), ('term', 0.00618624035269022), ('next', 0.005852870177477598), ('sign', 0.00566766457632184), ('told', 0.005408376455307007), ('situation', 0.005297252908349037), ('french', 0.005149088799953461), ('court', 0.005000924225896597), ('f1', 0.004926841706037521), ('better', 0.004926841706037521), ('also', 0.004852759651839733), ('put', 0.004778677131980658), ('could', 0.004704595077782869), ('statement', 0.004667554050683975), ('make', 0.004630513023585081), ('wanted', 0.004482348449528217), ('announcement', 0.004482348449528217), ('drive', 0.004445307422429323)]"
20,"[('ticket', 0.04087604954838753), ('get', 0.02632414922118187), ('experience', 0.01851581409573555), ('food', 0.0167411919683218), ('queue', 0.016090497374534607), ('token', 0.015972189605236053), ('water', 0.015262340195477009), ('go', 0.015144032426178455), ('grandstand', 0.014670798555016518), ('monza', 0.014552490785717964), ('price', 0.01437502820044756), ('event', 0.013783487491309643), ('people', 0.012245481833815575), ('seat', 0.011831403709948063), ('line', 0.01118070911616087), ('went', 0.0104708606377244), ('year', 0.009701857343316078), ('got', 0.009701857343316078), ('bottle', 0.009642703458666801), ('drink', 0.00940608698874712), ('ga', 0.009051162749528885), ('system', 0.008459622040390968), ('going', 0.008282160386443138), ('buy', 0.007868081331253052), ('could', 0.007808927446603775), ('even', 0.0075723109766840935), ('stand', 0.0069807711988687515), ('bring', 0.006685000844299793), ('money', 0.0065666926093399525), ('weekend', 0.006389230489730835), ('much', 0.006270922254770994), ('italy', 0.006093460135161877), ('great', 0.006093460135161877), ('beer', 0.005975151900202036), ('hour', 0.005975151900202036), ('walk', 0.005679381545633078), ('really', 0.005620227660983801), ('back', 0.005206149071455002), ('issue', 0.005146995186805725), ('like', 0.004732916597276926)]"
21,"[('driver', 0.05320923775434494), ('f1', 0.04684411361813545), ('indycar', 0.04326556250452995), ('point', 0.039217691868543625), ('herta', 0.03320455178618431), ('f2', 0.029801996424794197), ('indy', 0.027778061106801033), ('series', 0.026839425787329674), ('sl', 0.02299688383936882), ('fia', 0.021852919831871986), ('super', 0.01595711149275303), ('system', 0.014637153595685959), ('would', 0.014079838059842587), ('license', 0.01237856037914753), ('oval', 0.01193857379257679), ('rule', 0.011381259188055992), ('get', 0.011263929307460785), ('american', 0.01014929823577404), ('feeder', 0.00926932692527771), ('even', 0.008594682440161705), ('race', 0.00748005136847496), ('colton', 0.007128062658011913), ('like', 0.007040065247565508), ('need', 0.006776073947548866), ('f3', 0.006189426407217979), ('track', 0.006189426407217979), ('make', 0.005984099581837654), ('top', 0.005749440751969814), ('also', 0.005485448986291885), ('3', 0.005426784511655569), ('mazepin', 0.0052507901564240456), ('competitive', 0.0052507901564240456), ('enough', 0.005133460275828838), ('road', 0.00504546333104372), ('talent', 0.004986798390746117), ('seat', 0.004957466386258602), ('win', 0.004869468975812197), ('superlicense', 0.004693474620580673), ('palou', 0.004605477675795555), ('go', 0.0045468127354979515)]"
22,"[('money', 0.032553184777498245), ('pay', 0.027366280555725098), ('kid', 0.01422016229480505), ('year', 0.01368358638137579), ('rich', 0.012610433623194695), ('place', 0.01189499907195568), ('experience', 0.01189499907195568), ('make', 0.011716140434145927), ('exception', 0.010195842012763023), ('latifi', 0.010106412693858147), ('day', 0.009659265168011189), ('system', 0.009480406530201435), ('everyone', 0.009033259935677052), ('run', 0.008943830616772175), ('old', 0.008407254703342915), ('worth', 0.008407254703342915), ('european', 0.007870678789913654), ('circuit', 0.007155243307352066), ('football', 0.006976384669542313), ('age', 0.006886955350637436), ('risk', 0.006529238075017929), ('crypto', 0.006529238075017929), ('case', 0.006529238075017929), ('problem', 0.006439808756113052), ('europe', 0.006260949652642012), ('family', 0.006171520333737135), ('current', 0.006082091014832258), ('cash', 0.0059926616959273815), ('rookie', 0.005903232377022505), ('buy', 0.005903232377022505), ('world', 0.005724373739212751), ('expensive', 0.005634943954646587), ('point', 0.005545514635741711), ('requirement', 0.005456085316836834), ('junior', 0.0052772266790270805), ('deal', 0.00509836757555604), ('based', 0.00509836757555604), ('use', 0.00509836757555604), ('poor', 0.005008938256651163), ('financial', 0.005008938256651163)]"
23,"[('train', 0.028363196179270744), ('people', 0.022141791880130768), ('time', 0.022050300613045692), ('hour', 0.020220475271344185), ('day', 0.014365036971867085), ('bus', 0.013724598102271557), ('bad', 0.012901177629828453), ('italian', 0.012626703828573227), ('5', 0.01216924749314785), ('took', 0.011803282424807549), ('shit', 0.010522406548261642), ('station', 0.010064950212836266), ('long', 0.010064950212836266), ('lot', 0.009881967678666115), ('city', 0.009516002610325813), ('minute', 0.009424511343240738), ('area', 0.009241528809070587), ('well', 0.009150037541985512), ('good', 0.009058546274900436), ('gp', 0.008875563740730286), ('also', 0.008418108336627483), ('toilet', 0.007777669467031956), ('transport', 0.007594686932861805), ('year', 0.00750319566577673), ('public', 0.007320213131606579), ('place', 0.0072287218645215034), ('thing', 0.007137230597436428), ('take', 0.006862757261842489), ('sunday', 0.006862757261842489), ('traffic', 0.006771265994757414), ('1', 0.0066797747276723385), ('infrastructure', 0.006496792193502188), ('getting', 0.006496792193502188), ('country', 0.006405300926417112), ('travel', 0.006405300926417112), ('better', 0.006222318392246962), ('3', 0.006130827125161886), ('u', 0.006039335858076811), ('back', 0.005856353789567947), ('plan', 0.0054903882555663586)]"
24,"[('russia', 0.02135743573307991), ('seb', 0.018014824017882347), ('war', 0.017272021621465683), ('saudi', 0.017272021621465683), ('country', 0.015415013767778873), ('military', 0.015415013767778873), ('money', 0.013929408974945545), ('company', 0.013743707910180092), ('flying', 0.012258102186024189), ('training', 0.012258102186024189), ('use', 0.011700999923050404), ('russian', 0.010029694065451622), ('nazi', 0.009101190604269505), ('comment', 0.009101190604269505), ('back', 0.008915489539504051), ('law', 0.008729788474738598), ('bys', 0.008358387276530266), ('com', 0.008172687143087387), ('government', 0.007801285479217768), ('fuel', 0.007801285479217768), ('germany', 0.007615584880113602), ('azerbaijan', 0.007615584880113602), ('global', 0.007429884281009436), ('race', 0.007244183216243982), ('energy', 0.007244183216243982), ('sponsor', 0.00687278201803565), ('gas', 0.00687278201803565), ('http', 0.006687081418931484), ('vettel', 0.006687081418931484), ('putin', 0.006501380819827318), ('1', 0.006315679755061865), ('ukraine', 0.006315679755061865), ('old', 0.006129979155957699), ('hitler', 0.006129979155957699), ('political', 0.005944278556853533), ('german', 0.005944278556853533), ('month', 0.005758578423410654), ('yemen', 0.005572877358645201), ('could', 0.005572877358645201), ('und', 0.005387176759541035)]"
25,"[('fly', 0.04366408288478851), ('plane', 0.02115979976952076), ('flight', 0.02077510952949524), ('jet', 0.020198076963424683), ('air', 0.01981338858604431), ('pilot', 0.018851667642593384), ('italian', 0.01538946945220232), ('hour', 0.01346602663397789), ('vettel', 0.01327368151396513), ('private', 0.012696648947894573), ('tsunami', 0.010388516820967197), ('emission', 0.010196171700954437), ('flyover', 0.010196171700954437), ('thing', 0.009811483323574066), ('climate', 0.00961913913488388), ('need', 0.00961913913488388), ('italy', 0.009426794946193695), ('ryanair', 0.009426794946193695), ('president', 0.00923445075750351), ('carbon', 0.009042106568813324), ('pakistan', 0.008849761448800564), ('drug', 0.008657417260110378), ('fighter', 0.008465073071420193), ('show', 0.008465073071420193), ('singapore', 0.008080384694039822), ('environment', 0.007888040505349636), ('using', 0.007888040505349636), ('like', 0.007311007473617792), ('guy', 0.007311007473617792), ('religious', 0.007118662819266319), ('display', 0.007118662819266319), ('force', 0.006733974441885948), ('airline', 0.006733974441885948), ('aircraft', 0.006733974441885948), ('shaun', 0.00634928559884429), ('religion', 0.005964597221463919), ('used', 0.005772253032773733), ('event', 0.005002875812351704), ('hawk', 0.005002875812351704), ('flood', 0.005002875812351704)]"
26,"[('mclaren', 0.049682363867759705), ('would', 0.028556637465953827), ('renault', 0.02807098813354969), ('team', 0.023700149729847908), ('back', 0.022777415812015533), ('car', 0.018940791487693787), ('year', 0.017629539594054222), ('money', 0.015638379380106926), ('ricciardo', 0.015589813701808453), ('drive', 0.014861340634524822), ('got', 0.01330726407468319), ('go', 0.01325869932770729), ('think', 0.013113005086779594), ('paid', 0.012967309914529324), ('take', 0.01238453108817339), ('option', 0.011850317008793354), ('performance', 0.011607492342591286), ('career', 0.011607492342591286), ('move', 0.011218973435461521), ('pay', 0.010781889781355858), ('could', 0.010441935621201992), ('much', 0.009907721541821957), ('good', 0.00956776738166809), ('left', 0.008742164820432663), ('f1', 0.008693600073456764), ('better', 0.008547904901206493), ('right', 0.008499340154230595), ('salary', 0.008013690821826458), ('work', 0.007722301874309778), ('2', 0.007090958300977945), ('next', 0.007090958300977945), ('going', 0.006605309434235096), ('haas', 0.00626535527408123), ('get', 0.006216790527105331), ('contract', 0.0060225315392017365), ('new', 0.0060225315392017365), ('way', 0.005779706872999668), ('dr', 0.005731142126023769), ('driving', 0.0053911879658699036), ('risk', 0.0050997985526919365)]"
27,"[('name', 0.06543991714715958), ('de', 0.039347611367702484), ('dutch', 0.028786439448595047), ('yuki', 0.023195231333374977), ('language', 0.017604023218154907), ('van', 0.016982778906822205), ('nyck', 0.016775695607066154), ('english', 0.016361532732844353), ('article', 0.015326123684644699), ('engineer', 0.014704878441989422), ('would', 0.014083633199334145), ('chinese', 0.011598651297390461), ('surname', 0.008906587958335876), ('say', 0.008906587958335876), ('way', 0.008699505589902401), ('zhou', 0.008699505589902401), ('last', 0.0084924241527915), ('french', 0.008078260347247124), ('use', 0.007871178910136223), ('sound', 0.007871178910136223), ('first', 0.007249933201819658), ('written', 0.007249933201819658), ('pronounced', 0.00704285129904747), ('understand', 0.006835769861936569), ('correctly', 0.006835769861936569), ('netherlands', 0.006835769861936569), ('pronounce', 0.006628687959164381), ('rating', 0.006628687959164381), ('mandarin', 0.006628687959164381), ('second', 0.006628687959164381), ('correct', 0.006214524619281292), ('der', 0.006214524619281292), ('accent', 0.006214524619281292), ('bono', 0.006007442716509104), ('pronunciation', 0.006007442716509104), ('manager', 0.006007442716509104), ('nick', 0.005593279376626015), ('v', 0.005593279376626015), ('different', 0.0053861974738538265), ('spelling', 0.0053861974738538265)]"
28,"[('max', 0.11762186139822006), ('car', 0.0521664172410965), ('lewis', 0.03920745849609375), ('driver', 0.036996811628341675), ('win', 0.027417346835136414), ('hamilton', 0.026680465787649155), ('verstappen', 0.025105062872171402), ('leclerc', 0.014001012779772282), ('better', 0.01346740871667862), ('russell', 0.013086262159049511), ('george', 0.012959213927388191), ('would', 0.012908394448459148), ('perez', 0.010291192680597305), ('team', 0.010113324970006943), ('like', 0.009808408096432686), ('charles', 0.008410872891545296), ('also', 0.008410872891545296), ('rb', 0.008283824659883976), ('even', 0.008156775496900082), ('think', 0.008029727265238762), ('mercedes', 0.007978907786309719), ('merc', 0.007978907786309719), ('bull', 0.007699400652199984), ('pace', 0.007572352420538664), ('season', 0.0072420258074998856), ('podium', 0.0071149771101772785), ('take', 0.006810060702264309), ('way', 0.006581373047083616), ('could', 0.006200226489454508), ('best', 0.006174816749989986), ('faster', 0.00592071982100606), ('red', 0.005869900342077017), ('second', 0.005641212686896324), ('teammate', 0.005463344510644674), ('right', 0.005336296278983355), ('either', 0.005158428102731705), ('made', 0.005056789144873619), ('setup', 0.005031379405409098), ('winning', 0.005005969665944576), ('much', 0.004701052792370319)]"
29,"[('mclaren', 0.07627736032009125), ('lando', 0.06887778639793396), ('ricciardo', 0.06158948689699173), ('daniel', 0.0552469938993454), ('danny', 0.04478744789958), ('ric', 0.03121229074895382), ('norris', 0.025147978216409683), ('driver', 0.015411698259413242), ('dr', 0.014799702912569046), ('car', 0.012574266642332077), ('year', 0.011072098277509212), ('also', 0.009347385726869106), ('race', 0.008791026659309864), ('team', 0.008457210846245289), ('teammate', 0.008290303871035576), ('renault', 0.0076783085241913795), ('behind', 0.007511401083320379), ('next', 0.0074557652696967125), ('two', 0.006454319693148136), ('driving', 0.006231775972992182), ('2020', 0.006231775972992182), ('1', 0.006120504345744848), ('leaving', 0.006120504345744848), ('win', 0.005842324811965227), ('bad', 0.0056754169054329395), ('season', 0.0056754169054329395), ('2', 0.005508509464561939), ('position', 0.005285965744405985), ('point', 0.005285965744405985), ('5', 0.005285965744405985), ('top', 0.005174694117158651), ('4th', 0.00489651458337903), ('like', 0.004618335049599409), ('pace', 0.004562699235975742), ('order', 0.004562699235975742), ('3', 0.004117612261325121), ('around', 0.003950704354792833), ('current', 0.003950704354792833), ('rookie', 0.0038950687739998102), ('dts', 0.0038394327275455)]"
